radeg,raerr,decdeg,decerr,number_of_Obs,Johnson_V,Verr,Johnson_B,B_err,BV
143.106604,1.028,-50.665784,0.684,3,15.14,0.102,16.132,0.044,0.992
143.587929,0.771,-50.40706,0.643,5,15.14,0.09,16.099,0.096,0.959
143.611937,0.521,-50.066417,0.619,5,15.14,0.03,15.885,0.063,0.745
142.897481,0.602,-50.228228,0.83,3,15.145,0.098,16.207,0.103,1.062
143.720597,0.221,-50.351715,0.542,2,15.145,0.05,16.097,0.026,0.952
142.787603,0.558,-50.507872,0.94,2,15.149,0.028,16.803,0.037,1.654
142.928505,0.575,-49.804859,0.55,4,15.149,0.02,16.843,0.103,1.694
143.576005,0.723,-50.475058,1.122,3,15.149,0.033,16.004,0.076,0.855
142.544521,0.666,-50.075558,0.691,4,15.151,0.046,16.204,0.042,1.053
142.948811,0.964,-49.91234,0.659,3,15.151,0,16.768,0,1.617
143.192023,0.749,-50.627687,0.425,4,15.151,0.049,16.092,0.157,0.941
143.295553,0.428,-49.963006,0.37,5,15.152,0.034,15.981,0.05,0.829
142.50092,0.473,-49.992314,0.677,3,15.153,0.026,16.24,0.143,1.087
143.607861,0.264,-50.457788,1.034,2,15.153,0.044,15.877,0.088,0.724
142.543878,0.814,-50.298072,0.71,3,15.155,0.117,16.499,0.029,1.344
143.15543,0.571,-49.846745,0.474,5,15.156,0.049,16.328,0.066,1.172
143.384691,0.626,-49.967852,0.934,4,15.156,0.067,16.122,0.065,0.966
143.664838,0.62,-50.048403,1.354,3,15.156,0,NA,NA,#VALUE!
143.64956,0.783,-50.009716,0.323,5,15.158,0.054,15.905,0.054,0.747
143.665104,0.949,-50.048067,0.908,4,15.16,0.01,15.961,0.102,0.801
142.776088,0.7,-50.201597,0.191,3,15.161,0.04,16.983,0.059,1.822
143.17198,0.545,-50.193553,0.514,5,15.161,0.036,16.2,0.063,1.039
143.253074,0.749,-49.94091,0.68,5,15.161,0.044,16.065,0.054,0.904
142.7839,0.511,-49.967098,0.525,2,15.162,0.008,15.88,0.021,0.718
143.122937,1.037,-49.738577,0.396,3,15.163,0,17.022,0.061,1.859
142.540939,0.537,-50.353325,0.765,4,15.164,0.052,16.79,0.051,1.626
143.15827,0.905,-50.377785,0.973,2,15.164,0.01,16.367,0.045,1.203
142.240035,0.534,-50.272092,0.911,4,15.167,0.077,16.345,0.075,1.178
142.55773,0.493,-50.475095,0.849,3,15.17,0.036,16.052,0.008,0.882
143.097144,0.9,-50.534078,0.748,2,15.171,0.011,16.216,0.036,1.045
143.192407,0.668,-50.176762,0.391,5,15.172,0.077,16.096,0.043,0.924
142.988207,0.282,-49.850244,1.077,2,15.173,0,NA,NA,#VALUE!
142.955166,0.342,-50.479759,0.816,2,15.174,0,17.072,-0.133,1.898
143.368097,0.783,-50.412451,1.301,4,15.176,0.032,15.811,0.08,0.635
143.752591,0.515,-50.254323,0.172,2,15.176,0.08,16.108,0.279,0.932
143.314469,0.494,-50.038911,0.976,3,15.177,0.063,16.169,0.13,0.992
143.466287,0.84,-50.435049,0.946,5,15.177,0.06,16.08,0.108,0.903
143.380369,0.648,-50.533934,1.077,2,15.178,0.143,16.312,0.025,1.134
143.387066,0.846,-50.437993,0.842,2,15.178,0,15.887,-0.033,0.709
143.335465,0.423,-50.600474,0.712,5,15.183,0.086,16.295,0.118,1.112
142.348102,0.322,-50.359538,1.05,3,15.184,0,17.411,0,2.227
143.154876,0.561,-50.703974,0.861,4,15.189,0.099,15.972,0.07,0.783
143.161963,0.724,-49.945172,0.83,4,15.19,0,17.045,0,1.855
142.880224,0.378,-50.611791,0.816,3,15.192,0.055,16.839,0.064,1.647
142.93767,0.485,-50.474866,0.973,3,15.193,0,17.022,0,1.829
142.546503,0.384,-50.123973,1.088,4,15.197,0.027,16.174,0.044,0.977
143.493505,0.483,-50.193758,0.561,5,15.197,0.056,16.244,0.057,1.047
143.559133,0.636,-50.158244,0.535,5,15.197,0.042,16.096,0.068,0.899
142.982636,0.809,-50.292158,0.786,3,15.199,0.089,16.236,0.081,1.037
143.280137,0.612,-50.309495,1.037,5,15.201,0.088,16.102,0.034,0.901
142.927474,0.396,-49.944989,0.253,3,15.203,0,16.8,-0.097,1.597
143.618646,0.722,-50.463494,0.766,5,15.203,0.068,16.728,0.11,1.525
142.893658,0.728,-50.677319,0.617,2,15.204,0,16.184,0,0.98
143.124142,1.284,-50.307342,0.587,3,15.204,0,17.509,-0.14,2.305
143.5057,0.473,-49.967418,0.497,4,15.208,0.023,16.195,0.123,0.987
142.814193,0.617,-50.280736,0.946,3,15.209,0,16.393,0,1.184
143.235544,0.82,-50.523508,0.916,5,15.213,0.034,16.153,0.132,0.94
143.368941,0.742,-50.024535,0.355,5,15.213,0.027,16.33,0.087,1.117
142.767626,0.678,-50.632751,0.743,3,15.214,0.037,16.292,0.057,1.078
143.288133,0.413,-49.805097,0.518,5,15.214,0.016,16.228,0.037,1.014
143.327437,0.906,-50.515136,1.124,3,15.214,0.049,16.166,0.039,0.952
142.838782,0.725,-50.011571,0.431,4,15.216,0.063,16.232,0.061,1.016
143.154816,0.655,-50.703777,0.597,4,15.216,0.021,16.002,0.103,0.786
143.260196,0.618,-50.110704,0.923,3,15.216,0.036,16.182,0.085,0.966
143.589841,0.412,-50.025488,1.173,4,15.216,0.017,16.184,0.155,0.968
142.863018,0.673,-50.39264,1.196,3,15.22,0,17.037,-0.123,1.817
143.404925,0.484,-50.59668,0.926,4,15.22,0.022,16.152,0.054,0.932
143.083773,0.638,-49.736847,0.8,5,15.222,0.104,16.354,0.083,1.132
143.545587,0.546,-50.171191,0.532,4,15.222,0.056,16.069,0.07,0.847
142.289696,0.667,-50.230021,0.667,4,15.223,0.014,16.411,0.11,1.188
142.775001,0.6,-50.451702,1.083,4,15.223,0.078,16.094,0.071,0.871
143.223077,1.036,-50.667428,0.559,3,15.223,0,16.373,0.008,1.15
143.580445,0.564,-50.499932,0.457,5,15.224,0.109,15.881,0.035,0.657
143.692722,0.563,-50.338868,0.569,4,15.226,0.03,16.109,0.098,0.883
142.304482,0.553,-50.412543,1.11,2,15.228,0,16.399,-0.048,1.171
143.72195,0.707,-50.201265,1.423,2,15.228,0.029,16.335,0.169,1.107
142.78222,0.714,-50.193748,0.734,3,15.229,0.013,16.202,0.026,0.973
142.708759,0.366,-50.321968,0.791,4,15.231,0.022,16.14,0.075,0.909
143.441702,0.473,-49.865834,0.696,4,15.231,0.033,16.168,0.064,0.937
142.57208,0.509,-50.108185,0.635,4,15.232,0.049,16.256,0.065,1.024
143.132582,1.047,-50.596769,0.53,4,15.233,0.113,16.101,0.098,0.868
143.21856,0.59,-49.812329,0.655,4,15.233,0.078,16.824,0.072,1.591
143.316362,0.61,-50.199383,0.543,5,15.233,0.011,16.353,0.065,1.12
143.400712,0.482,-50.066508,0.78,4,15.234,0.089,16.254,0.117,1.02
143.264308,0.511,-49.770803,0.617,4,15.236,0.023,16.268,0.051,1.032
142.904502,0.429,-50.357952,0.731,3,15.237,0.044,16.303,0.166,1.066
142.583812,0.463,-50.493893,0.816,3,15.238,0.043,16.186,0.069,0.948
142.931485,1.136,-50.379905,0.834,2,15.238,0.176,16.352,0.068,1.114
142.532597,0.6,-49.966596,0.378,4,15.239,0.061,16.217,0.069,0.978
142.617379,0.286,-50.007018,0.825,2,15.24,0,17.237,0,1.997
143.046464,0.519,-50.621853,0.737,6,15.241,0.071,15.917,0.056,0.676
143.260383,0.397,-50.387125,0.964,5,15.244,0.039,15.967,0.025,0.723
143.738662,0.558,-50.293271,0.928,4,15.244,0.026,16.27,0.09,1.026
142.841024,0.382,-50.327409,0.584,4,15.245,0.078,16.096,0.059,0.851
142.863271,0.511,-50.019595,0.444,4,15.245,0.047,16.49,0.046,1.245
142.924768,0.43,-50.335845,0.59,2,15.246,0,16.353,0,1.107
143.597539,0.601,-50.363963,0.841,4,15.248,0.062,16.231,0.09,0.983
143.271698,0.698,-50.404854,0.777,3,15.254,0.051,16.109,0.022,0.855
143.293077,0.628,-50.014514,0.444,3,15.256,0.135,16.436,0.158,1.18
143.564959,0.611,-50.431764,1.005,3,15.256,0.037,16.323,0.249,1.067
143.401747,0.754,-50.589576,0.977,3,15.257,0.102,16.308,0.171,1.051
142.421256,0.509,-49.92838,0.481,4,15.258,0.057,16.231,0.064,0.973
142.868843,0.736,-50.289231,1.474,2,15.258,0,16.574,0,1.316
143.081602,0.771,-50.449766,0.78,6,15.26,0.091,16.249,0.089,0.989
142.498114,0.399,-50.415908,1.06,3,15.261,0,16.511,0,1.25
143.574876,0.57,-50.314449,0.469,4,15.261,0.061,16.103,0.089,0.842
142.725735,0.704,-50.165964,0.561,3,15.264,0.106,16.178,0.039,0.914
143.424283,0.51,-50.428698,1.123,3,15.264,0.04,16.366,0.062,1.102
143.265222,0.794,-50.01416,0.487,5,15.269,0.033,16.272,0.016,1.003
142.749474,0.453,-50.282622,0.885,3,15.27,0.016,16.231,0.017,0.961
142.375973,0.422,-49.95527,0.979,3,15.272,0.09,16.182,0.045,0.91
143.268786,0.788,-50.507475,1.22,3,15.273,0.06,16.234,0.027,0.961
143.67029,0.828,-50.45517,0.677,4,15.273,0.079,15.972,0.055,0.699
142.844372,0.524,-49.985994,0.479,3,15.275,0.049,16.037,0.058,0.762
143.235713,0.88,-50.510078,0.908,3,15.276,0.054,16.282,0.153,1.006
143.554977,0.439,-50.056728,0.396,5,15.276,0.057,15.974,0.083,0.698
143.239641,1.377,-50.107937,0.53,5,15.277,0.076,16.565,0.087,1.288
143.149524,0.728,-49.805514,0.42,5,15.281,0.042,16.449,0.068,1.168
143.273577,0.857,-50.588354,0.824,5,15.281,0.023,16.107,0.075,0.826
143.40562,0.255,-50.352359,0.373,2,15.284,0,16.261,0,0.977
143.697611,0.141,-50.127129,0.756,2,15.284,0,16.701,-0.07,1.417
142.763794,0.27,-50.240682,0.544,2,15.285,0,16.918,0,1.633
143.517475,0.714,-50.07054,0.751,2,15.285,0.06,16.81,0.185,1.525
142.867874,0.624,-49.734976,0.417,3,15.286,0.057,16.289,0.084,1.003
142.231665,0.537,-50.160818,0.324,3,15.287,0.026,16.281,0.008,0.994
142.358436,0.593,-49.987636,0.529,3,15.287,0.033,16.375,0.072,1.088
142.49061,0.756,-50.273543,0.469,2,15.287,0,16.612,0,1.325
143.156496,0.566,-50.510324,0.861,4,15.287,0.074,17.282,0.176,1.995
143.166241,0.817,-50.556571,0.965,6,15.288,0.067,16.363,0.12,1.075
143.15603,0.59,-50.687675,0.878,4,15.289,0.055,16.154,0.109,0.865
143.498762,0.838,-50.042227,0.461,4,15.289,0.033,16.25,0.091,0.961
143.696043,0.943,-50.068273,0.617,3,15.29,0.01,16.08,0.08,0.79
142.43217,1.056,-49.88195,0.884,3,15.291,0.113,16.332,0.016,1.041
143.094063,0.884,-50.307428,0.546,6,15.292,0.077,16.249,0.098,0.957
142.470226,0.712,-50.187536,0.465,3,15.293,0.062,16.443,0.044,1.15
143.165008,0.654,-49.887114,0.388,5,15.293,0.053,17.481,0.288,2.188
142.829788,0.344,-49.852295,0.612,3,15.294,0.006,16.962,0.008,1.668
142.946617,0.376,-50.108259,0.676,2,15.294,0.028,16.396,0.049,1.102
142.993178,0.406,-50.031958,0.544,4,15.295,0.039,16.576,0.045,1.281
143.124629,0.663,-50.307436,1.039,2,15.297,0.023,17.296,0.083,1.999
142.647707,0.816,-50.271284,0.596,3,15.3,0.1,16.484,0.172,1.184
142.804585,0.494,-50.197591,0.804,2,15.3,0.113,16.386,0.052,1.086
143.59957,0.609,-50.194936,0.498,4,15.3,0.08,16.711,0.174,1.411
142.296529,0.386,-50.175972,0.54,4,15.301,0.046,16.495,0.008,1.194
142.934104,0.43,-50.210039,0.383,4,15.301,0.026,16.211,0.019,0.91
143.116168,1.145,-50.566778,0.699,4,15.302,0.077,16.162,0.151,0.86
143.328395,0.772,-50.444504,1.083,4,15.303,0.066,16.339,0.109,1.036
143.132463,0.666,-50.67317,0.771,4,15.304,0.024,16.414,0.072,1.11
143.4028,0.629,-50.339486,0.535,5,15.304,0.018,16.026,0.077,0.722
143.039718,0.452,-50.213852,0.288,3,15.305,0,17.158,0,1.853
143.606124,0.628,-50.406146,0.675,4,15.306,0,17.393,0,2.087
142.594977,0.212,-50.002935,0.566,3,15.307,0,16.298,0,0.991
142.845854,0.544,-50.593183,0.707,4,15.307,0.017,16.085,0.049,0.778
143.035408,0.38,-50.464275,1.068,2,15.307,0.01,16.728,0.008,1.421
143.079556,0.488,-50.215955,0.635,5,15.307,0.017,16.353,0.112,1.046
143.441725,0.458,-49.994678,0.467,5,15.31,0.016,16.152,0.069,0.842
143.039951,0.519,-49.948018,0.422,4,15.312,0.05,16.258,0.027,0.946
142.877531,0.598,-50.358109,0.903,3,15.313,0.148,16.345,0.072,1.032
142.87586,0.468,-50.10663,0.607,4,15.314,0.055,16.284,0.077,0.97
142.814936,0.688,-50.205839,0.634,3,15.315,0.034,16.232,0.085,0.917
143.157305,0.499,-49.958503,0.486,5,15.316,0.074,16.371,0.13,1.055
143.172838,0.508,-49.939492,0.585,3,15.317,0,17.06,0,1.743
143.308249,0.565,-49.818434,0.6,4,15.318,0,16.824,0,1.506
143.402514,0.602,-49.891816,0.603,4,15.318,0.006,16.579,0.083,1.261
143.522408,0.783,-50.48474,0.758,5,15.318,0,16.953,0,1.635
142.769461,0.524,-50.256662,0.947,4,15.32,0.172,16.288,0.102,0.968
143.503257,0.794,-49.942637,0.73,3,15.323,0.031,16.128,0.107,0.805
143.689376,0.459,-50.3742,0.855,3,15.323,0.045,16.299,0.089,0.976
142.402551,0.239,-50.361302,0.973,2,15.324,0,16.394,0,1.07
143.37268,0.718,-49.820477,0.501,4,15.324,0.051,16.531,0.083,1.207
143.009481,0.426,-50.143099,0.836,5,15.325,0.033,16.306,0.15,0.981
142.753137,0.426,-50.052457,0.556,4,15.326,0.035,16.408,0.06,1.082
142.883375,0.515,-49.874537,0.353,3,15.327,0.034,16.302,0.014,0.975
142.248822,0.304,-50.169444,0.58,3,15.328,0,16.736,0,1.408
143.056493,0.529,-50.091492,0.611,4,15.328,0,18.152,0,2.824
143.569909,0.455,-50.16495,0.508,4,15.329,0.023,17.003,0.172,1.674
142.783779,1.019,-50.54316,0.617,4,15.33,0.083,16.259,0.026,0.929
143.12364,0.907,-50.256708,0.795,3,15.331,0.006,16.19,0.134,0.859
143.159033,0.622,-50.347094,0.843,5,15.331,0.028,16.266,0.065,0.935
142.708671,0.846,-50.058257,0.904,2,15.332,0,17.458,0,2.126
142.422638,0.643,-50.231859,0.651,3,15.333,0.012,16.6,0.136,1.267
142.933874,0.518,-49.982399,0.368,3,15.333,0.046,16.349,0.088,1.016
143.268205,0.958,-50.507921,0.483,4,15.333,0,16.319,-0.05,0.986
143.50843,0.513,-49.913403,0.757,4,15.333,0,17.209,0,1.876
142.81267,0.745,-50.266723,0.551,3,15.334,0.214,16.345,0.261,1.011
142.866418,0.408,-50.614013,0.524,4,15.334,0.014,17.167,0.261,1.833
142.958735,0.322,-50.15141,0.519,4,15.334,0.04,17.208,0.048,1.874
143.068832,0.556,-49.934536,0.45,5,15.334,0.035,16.342,0.035,1.008
143.468266,0.513,-49.959689,0.513,5,15.336,0.031,16.145,0.08,0.809
142.672502,0.725,-50.13326,0.71,2,15.337,0,17.034,0,1.697
143.541035,0.686,-50.238526,0.571,4,15.338,0.016,16.134,0.034,0.796
142.97543,0.626,-50.65594,0.767,3,15.34,0.108,16.364,0.074,1.024
142.941808,0.518,-50.370401,0.891,4,15.341,0.029,16.388,0.074,1.047
142.948022,0.743,-50.576351,1.108,3,15.342,0.016,16.02,0.008,0.678
143.291467,1.355,-50.65336,0.466,3,15.342,0.085,16.303,0.1,0.961
143.406305,1.003,-50.251213,0.616,4,15.342,0.038,16.107,0.077,0.765
143.343543,0.614,-50.443921,1.284,4,15.344,0.094,16.388,0.045,1.044
143.293216,0.714,-50.62174,1.169,3,15.345,0.023,16.186,0.098,0.841
143.463912,1.17,-50.293692,0.449,3,15.345,0.109,16.309,0.022,0.964
142.925512,0.721,-50.165303,0.377,4,15.346,0.04,16.25,0.032,0.904
143.269736,0.745,-50.310525,0.546,5,15.352,0.072,16.094,0.041,0.742
142.839595,0.337,-50.258365,0.342,3,15.353,0,17.072,0,1.719
142.955283,0.614,-49.77696,0.389,3,15.353,0.042,16.263,0.073,0.91
142.498271,0.419,-50.524408,1.008,3,15.355,0.022,16.315,0.022,0.96
142.621789,0.366,-49.917625,0.537,4,15.355,0.011,16.36,0.017,1.005
143.11725,0.659,-49.952194,0.544,5,15.355,0.045,16.37,0.094,1.015
143.029926,0.453,-49.784728,0.475,4,15.357,0,17.235,0,1.878
143.178903,0.616,-50.564261,1.135,3,15.357,0.041,16.694,0.102,1.337
143.603788,0.843,-50.436835,1.704,2,15.357,0.159,16.39,0.185,1.033
142.94049,0.451,-50.394097,0.604,3,15.358,0.04,16.575,0.052,1.217
142.905291,0.297,-50.268715,0.908,3,15.36,0.051,16.962,0.164,1.602
142.497861,0.443,-50.046708,0.789,3,15.361,0.026,16.781,0.103,1.42
143.458661,0.732,-49.908539,0.529,3,15.362,0.046,17.146,0.135,1.784
143.061389,0.731,-50.591829,0.689,5,15.363,0.089,16.517,0.068,1.154
142.64687,0.75,-50.386535,0.788,2,15.364,0.006,16.77,0.059,1.406
143.335175,0.514,-50.272982,0.542,5,15.365,0.084,16.772,0.079,1.407
143.43822,0.707,-50.289478,0.778,2,15.368,0,16.117,-0.044,0.749
142.608999,0.426,-50.225634,0.881,2,15.369,0.009,16.612,0.011,1.243
143.327336,0.541,-50.515671,1.131,2,15.369,0,16.244,0,0.875
142.680973,0.923,-49.994187,0.946,3,15.37,0.147,16.656,0.053,1.286
142.782917,0.44,-50.425342,0.784,2,15.372,0.043,16.13,0.06,0.758
143.041225,1.042,-49.84727,0.516,4,15.372,0,16.767,0,1.395
143.326557,0.601,-50.120494,0.867,5,15.372,0.035,16.379,0.058,1.007
143.380546,0.651,-50.085241,0.409,5,15.373,0.068,16.322,0.1,0.949
143.435611,0.639,-49.819759,0.475,5,15.373,0.031,16.391,0.061,1.018
143.161396,0.715,-50.234062,0.741,5,15.375,0.064,16.697,0.1,1.322
143.515457,0.698,-50.53497,1.087,2,15.375,0.043,17.136,0.167,1.761
143.372717,0.765,-50.182612,0.769,4,15.376,0.029,17.251,0.147,1.875
143.356414,0.43,-50.644599,0.792,2,15.377,0,16.195,0,0.818
142.658604,0.788,-49.773051,0.491,4,15.379,0.096,16.72,0.039,1.341
142.700659,0.572,-49.913388,0.373,4,15.379,0.042,16.428,0.101,1.049
143.149941,0.462,-49.813504,0.874,4,15.379,0,17.319,-0.142,1.94
142.412327,0.494,-50.488524,1.066,3,15.382,0.028,16.868,0.303,1.486
142.517481,0.498,-50.324957,0.621,3,15.383,0.031,16.442,0.036,1.059
143.237544,0.624,-49.882797,0.524,5,15.383,0.099,16.541,0.153,1.158
143.411834,0.992,-50.368671,1.18,3,15.384,0.057,16.074,0.051,0.69
142.953801,0.541,-50.113034,0.873,2,15.385,0.058,16.814,0.008,1.429
143.610133,0.886,-50.371233,0.69,5,15.385,0.087,16.415,0.061,1.03
142.602358,0.488,-49.819366,0.53,4,15.387,0.033,16.615,0.05,1.228
143.417935,0.751,-50.335677,0.814,4,15.387,0.064,16.127,0.077,0.74
143.342523,0.863,-49.886643,0.47,5,15.389,0.057,16.351,0.09,0.962
143.591872,1.2,-50.513865,0.753,3,15.389,0.043,16.399,0.046,1.01
142.594177,0.405,-50.0758,0.528,3,15.39,0.097,16.346,0.069,0.956
143.507121,0.998,-50.54899,0.957,4,15.39,0.049,16.437,0.044,1.047
142.742633,0.451,-50.556462,0.926,4,15.392,0.062,16.851,0.068,1.459
142.776941,0.473,-50.56496,0.741,2,15.392,0,16.866,-0.115,1.474
143.117622,0.789,-49.853725,0.316,4,15.392,0,17.376,0,1.984
142.500212,0.712,-49.923143,0.425,3,15.393,0,17.99,0,2.597
143.260099,0.619,-50.106932,0.43,3,15.393,0.065,16.427,0.097,1.034
142.526217,0.38,-49.960991,0.511,2,15.394,0,17.049,0,1.655
142.76601,0.366,-50.287277,0.843,3,15.394,0.006,17.218,0.183,1.824
143.020469,0.411,-49.801129,0.845,3,15.394,0.045,16.222,0.078,0.828
143.14968,0.662,-50.646095,1.007,5,15.394,0.051,16.25,0.098,0.856
142.54868,0.397,-50.375302,1.026,2,15.395,0,16.471,0,1.076
142.818373,0.729,-50.46059,0.704,2,15.396,0.008,16.422,0,1.026
143.030614,0.582,-50.091629,0.684,4,15.396,0.086,16.733,0.066,1.337
143.105019,0.474,-49.74846,0.642,6,15.397,0.053,16.244,0.044,0.847
143.250466,0.671,-50.489763,0.958,2,15.401,0.018,16.23,0.027,0.829
143.230217,0.968,-49.808687,0.389,4,15.402,0.099,17.47,0.12,2.068
142.564268,0.362,-49.930993,0.856,2,15.403,0,17.464,-0.107,2.061
142.655251,0.701,-49.961043,0.63,2,15.403,0.006,16.655,0.089,1.252
143.355193,0.361,-49.912589,0.421,3,15.403,0,16.938,0,1.535
143.131036,0.823,-49.777011,1.116,3,15.405,0.077,17.475,0.281,2.07
143.502958,0.794,-50.286873,0.676,4,15.405,0.054,16.615,0.075,1.21
142.907635,1.113,-49.848383,0.521,3,15.408,0.049,16.463,0.05,1.055
143.646311,0.373,-50.075764,0.499,5,15.408,0.034,16.223,0.072,0.815
142.988197,0.507,-49.849752,0.898,3,15.41,0,16.362,0.092,0.952
143.029557,0.685,-50.346725,0.585,4,15.41,0,17.403,-0.16,1.993
143.641353,0.348,-50.204075,0.638,4,15.41,0.063,17.19,0.198,1.78
142.981318,0.6,-49.804467,0.436,4,15.411,0.074,16.741,0.109,1.33
143.129436,0.738,-49.856274,0.749,6,15.411,0.04,16.691,0.124,1.28
143.372152,0.778,-50.332365,0.634,2,15.411,0.006,16.405,0.24,0.994
142.9222,0.509,-50.340106,0.617,3,15.414,0.052,16.688,0.147,1.274
143.405419,0.674,-50.352101,1.368,4,15.414,0.014,16.412,0.043,0.998
142.384214,0.783,-50.409943,0.777,2,15.417,0.032,16.552,0.048,1.135
142.470788,1.102,-50.544708,0.692,4,15.418,0.088,16.708,0.033,1.29
142.370809,0.853,-50.305357,1.187,3,15.419,0,16.765,-0.098,1.346
143.565365,0.502,-49.987403,0.717,5,15.419,0.034,16.352,0.098,0.933
142.672494,0.482,-50.344661,0.95,2,15.42,0.06,16.306,0.049,0.886
142.972237,0.584,-50.097302,0.342,3,15.421,0,17.147,-0.135,1.726
143.252897,0.708,-49.839296,0.586,4,15.425,0.092,16.454,0.087,1.029
143.317435,0.605,-50.523255,0.846,4,15.427,0.064,16.106,0.101,0.679
142.610259,0.711,-49.944704,0.37,4,15.428,0.009,16.442,0.025,1.014
142.841013,0.619,-49.772815,0.393,3,15.429,0.054,16.559,0.108,1.13
142.574523,0.456,-49.91686,0.377,2,15.43,0.052,16.779,0.119,1.349
143.515376,0.556,-50.079526,0.575,5,15.43,0.085,16.271,0.079,0.841
143.497616,0.668,-50.263952,0.577,4,15.431,0,17.18,0,1.749
142.927695,0.352,-50.180767,0.28,3,15.432,0,16.927,0,1.495
143.414919,0.423,-50.113697,0.603,3,15.433,0.013,16.287,0.034,0.854
143.267124,0.743,-50.286836,0.741,5,15.434,0.089,16.485,0.08,1.051
142.785978,0.741,-49.980888,0.829,3,15.435,0.05,16.311,0.135,0.876
143.607788,0.434,-50.087884,0.676,4,15.436,0.028,16.043,0.082,0.607
143.004858,0.431,-50.116918,0.595,3,15.437,0.061,16.496,0.038,1.059
142.274486,0.637,-50.140554,0.426,4,15.438,0.089,16.861,0.153,1.423
143.670742,0.529,-50.169059,0.332,5,15.438,0.068,17.366,0.152,1.928
143.662524,0.69,-50.024907,0.829,2,15.439,0,17.083,0,1.644
142.603415,0.545,-50.266177,0.779,3,15.44,0.018,17.177,0,1.737
143.56035,0.467,-50.434899,0.306,2,15.442,0,16.569,-0.101,1.127
143.480112,0.608,-50.19647,0.772,2,15.444,0.099,16.26,0.089,0.816
143.54545,0.689,-50.294013,1.359,2,15.445,0,16.454,0,1.009
143.241401,0.76,-50.619741,0.741,2,15.447,0,17.411,-0.171,1.964
142.912454,0.457,-50.186851,0.368,3,15.448,0.054,16.528,0.134,1.08
142.866072,0.514,-49.862334,0.752,3,15.451,0.053,16.245,0.088,0.794
142.487251,0.772,-50.040958,0.713,3,15.452,0,16.612,0,1.16
142.625426,0.541,-50.572155,0.813,3,15.452,0.046,16.298,0.067,0.846
143.269045,0.695,-50.327144,0.877,4,15.453,0.065,16.225,0.158,0.772
142.511886,0.522,-50.589104,0.97,2,15.458,0,16.283,-0.069,0.825
142.618074,0.594,-50.336552,1.092,4,15.458,0.006,16.646,0,1.188
143.214609,0.724,-49.780846,0.715,4,15.458,0.024,16.998,0.159,1.54
143.427866,0.902,-50.190845,0.527,3,15.458,0.006,16.299,0.031,0.841
143.699716,1.045,-50.103324,1.011,3,15.459,0.034,16.49,0.073,1.031
143.680943,0.551,-50.354502,0.864,4,15.46,0.015,16.58,0.077,1.12
142.749776,0.673,-50.288961,0.694,4,15.464,0.067,16.374,0.011,0.91
142.800521,0.561,-50.482581,0.857,4,15.465,0.012,16.513,0.081,1.048
143.17342,0.645,-49.750853,0.71,4,15.465,0.036,17.166,0.061,1.701
143.587328,0.584,-50.20937,0.914,4,15.465,0.087,16.307,0.017,0.842
142.59252,0.374,-50.209179,0.746,3,15.466,0.029,16.492,0.115,1.026
143.466142,0.753,-50.125869,0.6,5,15.466,0.02,16.466,0.204,1
143.07914,0.746,-50.236384,0.68,5,15.467,0.049,16.485,0.093,1.018
143.656617,0.519,-50.169701,1.049,2,15.467,0.108,16.586,0.092,1.119
143.545761,0.588,-50.178941,0.426,4,15.469,0.048,16.346,0.051,0.877
143.54563,1.035,-50.294342,0.767,2,15.47,0,16.288,0,0.818
142.58851,0.473,-50.171657,0.788,3,15.471,0.021,16.673,0.13,1.202
143.360081,0.963,-50.498217,0.406,2,15.472,0,16.181,0,0.709
143.18311,0.659,-49.859228,0.877,5,15.473,0.029,16.712,0.194,1.239
142.968014,0.551,-49.739881,0.722,2,15.475,0.017,16.57,0.026,1.095
143.211663,0.514,-49.907309,0.572,5,15.477,0.063,16.534,0.087,1.057
143.541925,1.635,-50.020382,0.712,2,15.477,0.151,16.391,0.093,0.914
143.061094,1.076,-50.489041,0.845,2,15.481,0.101,16.416,0.048,0.935
143.110605,0.659,-49.936669,0.574,4,15.482,0.071,17.342,0.089,1.86
142.424966,0.328,-50.425452,1.014,3,15.483,0,16.852,0,1.369
143.534861,0.608,-50.065578,0.638,5,15.485,0.062,16.207,0.086,0.722
142.545331,0.395,-50.327898,0.602,2,15.486,0,16.537,0,1.051
142.851863,0.568,-50.141389,0.556,3,15.486,0.08,16.546,0.052,1.06
143.146974,0.975,-49.855205,0.759,2,15.488,0,16.549,0,1.061
143.170338,0.671,-50.316227,0.691,5,15.488,0.062,16.798,0.104,1.31
143.314829,1.201,-50.547461,0.848,4,15.488,0,16.407,0,0.919
142.727665,0.535,-50.442106,1.022,2,15.494,0,16.46,0,0.966
143.553728,0.767,-50.164447,0.638,5,15.495,0.056,16.549,0.136,1.054
142.558624,0.271,-49.879314,0.42,3,15.504,0,16.525,0,1.021
142.397698,0.693,-49.981799,0.474,3,15.505,0.011,16.474,0.069,0.969
142.757341,0.938,-50.636632,0.843,2,15.505,0,16.367,-0.072,0.862
143.029142,0.803,-49.754141,0.462,4,15.505,0.099,16.576,0.09,1.071
143.118966,0.856,-50.122879,0.48,5,15.508,0.096,16.475,0.07,0.967
143.224654,0.813,-49.819995,0.633,3,15.51,0.013,16.659,0.081,1.149
