radeg,raerr,decdeg,decerr,number_of_Obs,Johnson_V,Verr,Johnson_B,B_err,BV
143.689161,0.375,-50.02722,0.69,6,14.209,0.017,15.696,0.051,1.487
142.93477,0.446,-50.265387,0.717,4,14.213,0.047,15.871,0.026,1.658
142.973496,0.329,-50.685528,0.464,4,14.215,0.057,15.375,0.029,1.16
143.403599,0.599,-50.497094,1.008,5,14.22,0.039,15.04,0.062,0.82
142.28052,0.252,-50.356895,0.942,2,14.224,0,15.379,-0.028,1.155
143.631377,0.599,-50.327278,0.496,5,14.224,0.026,15.082,0.044,0.858
142.778583,0.383,-50.387494,0.686,4,14.226,0.079,15.259,0.068,1.033
142.588392,0.299,-49.919322,0.278,4,14.228,0.052,16.055,0.051,1.827
142.758363,0.278,-50.641817,0.545,4,14.228,0.043,15.055,0.036,0.827
143.21953,0.618,-50.251611,0.874,4,14.229,0.027,15.402,0.06,1.173
142.322957,0.208,-50.294716,0.593,4,14.23,0.021,15.185,0.051,0.955
143.114706,0.619,-50.474202,0.654,6,14.23,0.082,14.929,0.041,0.699
143.029467,0.313,-50.058718,0.385,6,14.234,0.037,16.505,0.143,2.271
143.300246,0.549,-50.545203,0.741,5,14.238,0.075,15.016,0.034,0.778
142.36824,0.506,-50.256178,0.209,4,14.239,0.054,15.201,0.03,0.962
143.536814,0.213,-50.098951,0.22,5,14.241,0.026,15.035,0.057,0.794
143.251933,0.488,-50.442672,0.997,4,14.242,0.069,14.952,0.071,0.71
142.598532,0.43,-50.329143,0.765,4,14.243,0.053,16.033,0.034,1.79
143.436535,0.387,-50.069436,0.364,5,14.243,0.023,14.954,0.058,0.711
143.16186,0.337,-49.9107,0.271,6,14.246,0.021,15.201,0.055,0.955
143.003347,0.376,-50.381086,0.578,5,14.247,0.029,15.15,0.064,0.903
143.341907,0.494,-50.449848,0.694,5,14.247,0.06,16.133,0.067,1.886
142.994475,0.429,-50.019643,0.392,5,14.249,0.027,15.041,0.029,0.792
143.163491,0.56,-50.32185,0.57,6,14.249,0.061,15.995,0.071,1.746
142.236832,0.49,-50.124626,0.279,5,14.252,0.016,15.258,0.035,1.006
143.388532,0.6,-50.350708,0.65,2,14.256,0,15.164,-0.025,0.908
142.809817,0.405,-50.638398,0.658,4,14.262,0.065,15.882,0.034,1.62
142.240243,0.216,-50.350273,0.932,3,14.264,0.061,16.204,0.017,1.94
143.687855,0.496,-50.38152,0.55,5,14.272,0.037,15.724,0.04,1.452
142.863698,0.591,-50.302087,0.302,3,14.273,0.056,15.071,0.032,0.798
143.214787,0.358,-50.107142,0.339,5,14.276,0.025,15.137,0.059,0.861
143.271974,0.408,-49.906989,0.3,5,14.276,0,16.516,0,2.24
142.935237,0.792,-50.064771,0.442,3,14.281,0.025,15.44,0.125,1.159
143.300599,0.45,-50.351596,0.629,6,14.282,0.045,14.89,0.025,0.608
143.519573,0.327,-49.992662,0.481,4,14.283,0.022,15.782,0.076,1.499
142.618257,0.638,-50.636967,0.67,4,14.284,0.059,15.185,0.034,0.901
142.263514,0.356,-50.39501,0.673,5,14.287,0.054,15.304,0.048,1.017
143.485051,0.649,-50.563993,0.451,2,14.287,0,14.902,-0.021,0.615
142.377058,0.344,-50.523713,0.828,4,14.292,0.008,15.1,0.06,0.808
142.809737,0.361,-50.687236,0.543,4,14.293,0.026,15.281,0.031,0.988
143.134996,0.561,-50.426222,0.667,7,14.293,0.044,15.064,0.044,0.771
143.027696,0.47,-50.533443,0.799,6,14.294,0.04,15.022,0.049,0.728
143.040867,0.525,-50.01041,0.411,7,14.296,0.019,15.061,0.048,0.765
143.220871,0.481,-50.085369,0.439,5,14.296,0.025,15.549,0.06,1.253
142.741243,0.283,-50.4363,1.014,4,14.297,0.064,15.167,0.025,0.87
143.341162,0.366,-50.656138,0.325,3,14.301,0.067,14.981,0.28,0.68
143.140346,0.672,-50.471065,0.827,4,14.306,0.062,16.819,0.286,2.513
142.410396,0.58,-50.256397,0.216,4,14.308,0.034,15.137,0.054,0.829
143.454284,0.346,-50.149006,0.28,5,14.312,0.073,16.309,0.056,1.997
143.391349,0.531,-50.219536,0.441,5,14.313,0.027,15.885,0.042,1.572
143.088687,0.584,-50.42899,0.92,6,14.314,0.041,15.005,0.059,0.691
143.555954,0.935,-50.13707,0.385,5,14.317,0.039,15.444,0.067,1.127
143.227131,0.655,-50.432892,0.833,5,14.318,0.028,15.092,0.075,0.774
142.401771,0.246,-49.933896,0.255,4,14.323,0.036,15.431,0.046,1.108
143.48362,0.834,-50.484032,1.127,4,14.323,0.041,16.558,0.115,2.235
143.144544,0.686,-50.659151,0.616,6,14.324,0.126,15.176,0.1,0.852
143.09199,0.536,-50.397035,0.489,6,14.327,0.054,15.203,0.041,0.876
143.097733,0.47,-50.210424,0.398,6,14.328,0.046,15.212,0.045,0.884
143.650427,0.415,-50.346169,0.73,5,14.328,0.04,15.248,0.076,0.92
142.830268,0.317,-50.663449,0.581,4,14.329,0.028,15.084,0.021,0.755
143.625635,0.332,-49.974703,0.27,5,14.33,0.033,15.13,0.065,0.8
143.717198,0.676,-50.315719,0.871,4,14.33,0.062,15.765,0.117,1.435
143.418415,0.333,-49.930095,0.313,5,14.333,0.046,15.04,0.059,0.707
142.382372,0.18,-50.340171,0.872,4,14.335,0.029,15.257,0.036,0.922
142.937524,0.516,-49.940347,0.498,5,14.335,0.036,15.18,0.042,0.845
143.383877,0.554,-49.856055,0.302,6,14.337,0.029,15.253,0.061,0.916
143.279049,0.246,-50.092157,1.041,2,14.339,0.067,15.44,0.078,1.101
142.85043,0.37,-50.428894,0.845,3,14.34,0.031,16.052,0.067,1.712
143.08448,0.326,-50.078319,0.277,6,14.341,0.03,15.186,0.06,0.845
142.957531,0.324,-50.611863,0.615,4,14.342,0.005,15.146,0.033,0.804
142.908337,0.406,-50.709949,0.755,4,14.344,0.071,15.224,0.056,0.88
143.244675,0.323,-50.246971,0.506,3,14.347,0.021,15.243,0.026,0.896
142.879557,0.817,-50.218971,0.253,4,14.349,0.036,14.972,0.028,0.623
143.001558,0.671,-50.555094,0.881,4,14.351,0,16.612,0,2.261
142.80374,0.265,-49.771146,0.379,4,14.357,0.057,16.296,0.039,1.939
143.455796,0.62,-50.558011,0.873,5,14.357,0.075,15.176,0.043,0.819
143.197881,0.734,-50.491251,1.1,5,14.364,0.044,16.346,0.098,1.982
142.621204,0.341,-49.908609,0.345,4,14.365,0.057,15.383,0.044,1.018
142.450181,0.406,-50.291532,0.717,4,14.367,0,16.199,0,1.832
143.105556,0.556,-49.755232,0.239,6,14.367,0.027,15.093,0.045,0.726
143.183757,0.423,-50.106602,0.982,2,14.369,0.035,15.593,0,1.224
143.261006,0.468,-50.240948,0.221,5,14.371,0.039,15.226,0.047,0.855
142.74186,0.491,-50.042257,0.464,4,14.372,0.038,15.029,0.043,0.657
143.483919,0.619,-50.533721,0.83,4,14.375,0.025,16.548,0.041,2.173
142.240216,0.264,-50.258976,0.781,4,14.377,0.045,16.13,0.042,1.753
143.26012,0.797,-50.274842,0.691,3,14.377,0.088,15.175,0.025,0.798
143.387269,0.291,-50.026335,0.255,5,14.377,0.027,15.398,0.042,1.021
142.867047,0.433,-50.038984,0.383,4,14.379,0.033,15.433,0.035,1.054
142.755759,0.741,-50.368541,0.779,4,14.381,0.014,15.808,0.061,1.427
143.481221,0.399,-49.858927,0.396,5,14.382,0.019,15.167,0.067,0.785
143.549023,0.328,-50.274655,0.373,5,14.383,0.036,15.909,0.065,1.526
142.392918,0.347,-49.952986,0.333,3,14.386,0.14,15.328,0.031,0.942
143.423193,0.451,-50.236287,0.284,5,14.386,0.032,15.052,0.048,0.666
142.501581,0.278,-50.392745,0.665,4,14.387,0.041,15.244,0.051,0.857
143.123252,0.777,-50.583421,0.915,5,14.389,0.148,15.366,0.157,0.977
142.782831,0.408,-49.921912,0.29,4,14.391,0.057,16.082,0.085,1.691
143.098294,0.32,-49.931845,0.301,6,14.393,0.045,15.191,0.058,0.798
143.191017,0.439,-50.199401,0.327,5,14.393,0.038,15.233,0.053,0.84
143.410486,0.64,-50.140783,0.295,5,14.393,0.012,15.46,0.053,1.067
143.378466,0.789,-50.19244,0.772,3,14.398,0.265,15.268,0.167,0.87
143.340091,0.556,-49.961555,0.44,5,14.399,0.085,16.624,0.057,2.225
143.04806,0.409,-50.218932,0.381,6,14.4,0.034,16.23,0.073,1.83
142.733816,0.869,-50.327561,0.581,2,14.401,0.062,15.268,0.22,0.867
143.076909,0.832,-50.006676,0.507,3,14.404,0.121,15.294,0.104,0.89
143.139538,0.621,-50.465478,1.103,5,14.405,0.073,15.392,0.055,0.987
143.38631,0.373,-49.944397,0.426,6,14.407,0.015,15.768,0.055,1.361
143.130886,0.832,-50.60962,0.221,4,14.409,0.084,15.471,0.106,1.062
142.571797,0.353,-50.414099,0.815,3,14.41,0.032,15.276,0.008,0.866
143.352555,0.623,-50.513399,0.942,4,14.41,0.036,15.076,0.069,0.666
143.204149,1.01,-50.673417,0.746,5,14.412,0.014,15.2,0.072,0.788
143.472896,0.402,-50.215889,0.476,5,14.413,0.039,15.251,0.063,0.838
142.66403,0.333,-49.954545,0.446,4,14.414,0.019,15.234,0.011,0.82
142.375772,0.237,-50.033458,0.167,4,14.415,0.026,15.574,0.053,1.159
142.806269,0.584,-50.466997,0.936,4,14.415,0.042,15.218,0.036,0.803
143.361979,0.594,-50.291074,0.428,5,14.415,0.038,15.703,0.046,1.288
143.309444,0.557,-50.596689,0.938,4,14.418,0.065,15.034,0.059,0.616
143.446253,0.283,-50.311679,0.649,4,14.419,0.026,15.008,0.065,0.589
142.973302,0.4,-49.722669,0.294,4,14.421,0.071,16.079,0.042,1.658
143.251855,0.586,-50.413138,0.832,5,14.422,0.042,15.383,0.099,0.961
143.415692,0.771,-50.546863,0.918,5,14.424,0.081,16.061,0.114,1.637
143.459763,0.318,-49.878874,0.269,5,14.424,0.011,15.419,0.041,0.995
143.353651,0.611,-49.820207,0.356,5,14.425,0.008,16.185,0.107,1.76
143.08652,0.739,-50.335973,0.837,7,14.426,0.044,15.263,0.07,0.837
142.825704,0.303,-49.739524,0.362,4,14.427,0.046,15.616,0.04,1.189
143.2923,0.83,-50.454708,0.789,4,14.428,0.075,15.02,0.079,0.592
142.90831,0.421,-50.28331,0.569,5,14.43,0.026,15.523,0.055,1.093
143.426583,0.77,-50.567101,0.842,5,14.431,0.04,15.296,0.039,0.865
143.043779,0.47,-50.139238,0.387,6,14.434,0.005,15.554,0.06,1.12
143.077295,0.593,-50.308154,0.582,5,14.434,0.015,17.009,0.283,2.575
143.114188,0.388,-49.828085,0.704,5,14.434,0.052,15.514,0.063,1.08
143.206987,0.438,-49.889622,0.496,5,14.436,0.021,15.13,0.052,0.694
142.992065,0.731,-50.481989,0.821,4,14.437,0,16.279,-0.066,1.842
143.179892,0.457,-50.280794,0.71,5,14.437,0.05,15.144,0.047,0.707
142.699317,0.405,-50.463678,0.864,4,14.438,0.017,15.15,0.035,0.712
142.441131,0.199,-49.888526,0.514,4,14.444,0.042,15.303,0.043,0.859
142.834292,0.323,-49.74949,0.267,3,14.445,0.03,16.651,0.112,2.206
143.598177,0.604,-50.15758,0.218,2,14.445,0,15.093,0.029,0.648
143.034115,0.544,-50.447897,0.926,6,14.449,0.08,16.647,0.025,2.198
143.411024,0.755,-49.883542,0.348,6,14.449,0.04,15.283,0.041,0.834
142.826234,0.244,-50.258991,0.262,4,14.45,0.07,15.401,0.027,0.951
143.316656,0.291,-50.110172,0.255,5,14.451,0.03,15.28,0.037,0.829
143.300033,0.493,-50.536185,0.525,2,14.453,0,15.37,-0.033,0.917
143.064984,0.49,-50.557142,1.223,3,14.454,0,15.351,-0.032,0.897
143.135159,0.388,-50.024926,0.304,7,14.454,0.037,16.229,0.149,1.775
142.639083,0.267,-49.925535,0.302,4,14.455,0.031,15.273,0.033,0.818
142.730662,0.404,-50.292704,0.647,4,14.456,0.063,15.294,0.014,0.838
143.641085,0.304,-49.966915,0.237,5,14.456,0.028,16.095,0.024,1.639
143.064707,0.758,-50.557501,0.566,5,14.461,0.077,15.309,0.043,0.848
142.878861,0.435,-50.510769,0.9,4,14.464,0.049,15.316,0.032,0.852
143.024368,0.462,-50.667966,0.52,5,14.465,0.024,15.347,0.017,0.882
142.978887,0.53,-50.216762,0.431,4,14.466,0.09,15.588,0.093,1.122
143.056672,0.475,-50.166301,0.331,6,14.467,0.058,15.932,0.099,1.465
143.385754,0.528,-50.068581,0.381,5,14.468,0.036,15.865,0.02,1.397
143.320035,0.488,-50.459922,0.878,5,14.47,0.026,15.957,0.039,1.487
142.866521,0.326,-50.651709,0.565,4,14.474,0.053,16.124,0.074,1.65
143.133896,0.788,-49.841913,0.713,5,14.474,0.009,15.869,0.078,1.395
143.651358,0.848,-50.42418,1.161,3,14.475,0,15.867,-0.052,1.392
143.277196,0.679,-50.666946,0.743,4,14.476,0.008,16.019,0.063,1.543
143.035413,0.749,-50.471516,0.304,2,14.477,0,15.37,0.05,0.893
142.361212,0.473,-50.436182,1.027,4,14.48,0.017,15.358,0.063,0.878
142.6823,1.125,-50.399053,0.441,3,14.482,0.07,15.372,0.043,0.89
143.246542,0.39,-49.892937,0.669,5,14.484,0.032,15.128,0.065,0.644
143.359551,0.482,-49.980675,0.425,5,14.485,0.029,16.121,0.074,1.636
143.430128,0.636,-50.419158,1.036,5,14.485,0.066,16.033,0.088,1.548
143.035301,0.928,-50.471845,0.377,3,14.486,0.056,15.389,0,0.903
143.1111,0.48,-49.891257,0.317,6,14.486,0.053,15.626,0.079,1.14
142.575608,0.311,-50.449977,1.023,4,14.487,0.035,15.559,0.044,1.072
143.52532,0.252,-50.268699,0.392,5,14.487,0.036,15.374,0.044,0.887
142.707203,0.55,-50.637878,0.673,3,14.489,0.016,15.452,0.013,0.963
142.723138,0.581,-50.186415,0.324,4,14.491,0.102,15.328,0.094,0.837
143.298135,0.61,-49.861782,0.201,5,14.493,0.016,15.409,0.049,0.916
143.383575,0.539,-50.60314,0.851,4,14.494,0.106,16.682,0,2.188
142.747232,0.306,-50.066433,0.469,4,14.498,0.039,15.465,0.036,0.967
143.054412,0.563,-50.514915,0.987,6,14.498,0.07,15.227,0.022,0.729
142.922731,0.324,-50.539006,0.665,4,14.499,0.058,15.562,0.031,1.063
142.966581,0.218,-49.896991,0.323,4,14.5,0.065,15.311,0.021,0.811
143.617212,0.265,-49.931154,0.355,5,14.5,0.046,15.365,0.063,0.865
143.474364,0.829,-50.3113,0.587,4,14.501,0.021,15.208,0.057,0.707
142.514284,0.499,-50.066532,0.355,3,14.503,0.043,15.527,0.04,1.024
143.187093,0.571,-49.886959,0.404,5,14.504,0.034,16.198,0.046,1.694
142.938698,0.479,-50.219301,0.292,4,14.507,0.031,15.358,0.058,0.851
143.707842,0.29,-50.222806,0.402,5,14.507,0.028,16.038,0.055,1.531
143.675494,0.297,-50.209887,0.798,4,14.508,0.041,15.719,0.082,1.211
142.751772,0.302,-49.935273,0.322,4,14.51,0.065,15.46,0.055,0.95
142.881065,0.251,-50.016724,0.353,3,14.51,0.044,15.524,0.023,1.014
143.526934,0.342,-50.082373,0.363,5,14.51,0.022,15.312,0.044,0.802
143.344925,0.559,-50.513662,0.703,4,14.511,0.047,15.41,0.05,0.899
143.517816,1.424,-50.566404,0.647,5,14.511,0.023,15.456,0.138,0.945
143.404733,0.607,-50.046257,0.633,5,14.513,0.053,15.378,0.091,0.865
142.816944,0.549,-50.175348,0.377,4,14.514,0.056,15.33,0.04,0.816
143.076414,1.037,-50.663713,0.647,3,14.514,0.097,15.393,0.154,0.879
143.48373,1.313,-50.552841,0.923,3,14.514,0.008,15.356,0.08,0.842
142.609942,0.201,-50.015357,0.259,4,14.518,0.067,15.319,0.03,0.801
143.596557,0.337,-49.970922,0.258,5,14.522,0.057,15.335,0.035,0.813
143.128741,0.95,-49.862961,0.426,4,14.524,0.124,15.325,0.14,0.801
143.219128,0.7,-50.689934,0.928,5,14.526,0.062,16.301,0.088,1.775
143.561348,0.465,-50.37259,0.436,5,14.528,0.038,15.385,0.046,0.857
142.768332,0.553,-49.984421,0.332,4,14.531,0.024,15.199,0.069,0.668
142.724496,0.746,-50.30218,0.695,4,14.533,0.026,15.325,0.023,0.792
143.050108,0.458,-49.728471,0.351,6,14.533,0.04,15.453,0.072,0.92
142.735512,1.048,-50.679948,0.865,2,14.536,0.01,15.502,0.042,0.966
142.695937,0.417,-50.103996,0.192,3,14.537,0.006,15.279,0.05,0.742
142.608307,0.309,-50.106872,0.338,4,14.539,0.07,15.464,0.054,0.925
143.070059,0.334,-50.29519,0.75,6,14.539,0.065,15.354,0.06,0.815
143.183637,0.623,-50.443383,0.913,5,14.54,0.086,15.329,0.04,0.789
143.655821,0.82,-50.265944,0.458,5,14.541,0.025,15.266,0.081,0.725
142.611699,0.167,-50.169144,0.315,4,14.544,0.027,15.382,0.027,0.838
143.633733,0.348,-50.047932,0.259,5,14.544,0.024,15.372,0.077,0.828
142.511076,0.265,-49.951317,0.716,3,14.546,0,16.258,0,1.712
142.777587,1.149,-49.987939,0.481,3,14.546,0.128,15.553,0.135,1.007
142.72747,0.264,-50.136915,0.321,4,14.547,0.044,15.416,0.056,0.869
142.417556,0.255,-49.990791,0.401,4,14.548,0.041,15.353,0.05,0.805
142.677351,0.424,-50.105063,0.355,3,14.548,0.024,16.126,0.142,1.578
143.708225,0.818,-50.329586,0.512,3,14.552,0.07,15.34,0.086,0.788
142.886211,0.395,-49.941516,0.514,3,14.553,0.097,15.225,0.04,0.672
143.497764,0.43,-50.064565,0.335,5,14.554,0.042,15.459,0.04,0.905
142.466575,0.716,-50.484442,0.827,4,14.557,0.031,15.599,0.051,1.042
142.505666,0.29,-50.612142,0.501,4,14.56,0.063,15.45,0.016,0.89
142.855183,0.73,-50.219917,0.481,4,14.56,0.104,15.354,0.036,0.794
142.34009,0.334,-50.223338,0.325,4,14.561,0.042,16.529,0.101,1.968
143.205052,0.518,-50.333482,0.731,5,14.561,0.03,15.896,0.11,1.335
143.385179,0.593,-50.561677,1.12,5,14.563,0.05,15.763,0.09,1.2
142.494993,0.365,-49.860629,0.333,4,14.566,0.023,16.56,0.033,1.994
143.35554,0.568,-49.781007,0.697,5,14.567,0.015,15.259,0.042,0.692
143.126318,0.511,-49.920194,0.33,6,14.568,0.037,15.72,0.096,1.152
142.612424,0.382,-50.234606,0.648,5,14.572,0.044,15.432,0.032,0.86
143.119748,0.531,-50.047436,0.29,6,14.573,0.027,16.121,0.059,1.548
143.144911,0.42,-50.073472,0.463,5,14.573,0.014,15.416,0.055,0.843
142.681971,0.659,-50.323993,0.766,3,14.576,0.08,16.523,0.038,1.947
142.583614,0.247,-50.133788,0.491,5,14.577,0.031,15.321,0.024,0.744
142.722786,0.344,-49.928522,0.744,4,14.577,0.095,15.511,0.09,0.934
143.374986,0.507,-50.377687,0.485,6,14.58,0,16.777,0,2.197
142.953331,0.233,-50.509632,0.921,4,14.583,0.044,15.626,0.049,1.043
143.312896,0.482,-50.294847,0.665,5,14.583,0.032,15.241,0.029,0.658
142.646701,0.38,-50.005893,0.746,4,14.586,0.086,15.647,0.041,1.061
143.150526,0.424,-50.248108,0.297,5,14.586,0.036,16.381,0.082,1.795
143.366929,1.087,-50.633309,0.691,2,14.586,0.045,16.22,0.055,1.634
143.631519,0.529,-50.084031,0.372,5,14.588,0.03,15.408,0.082,0.82
143.39319,0.674,-50.138998,0.499,5,14.589,0.042,15.548,0.05,0.959
143.728291,0.757,-50.337431,0.793,3,14.589,0.014,15.979,0.08,1.39
142.551568,0.591,-50.410055,0.504,4,14.59,0.024,15.481,0.028,0.891
143.375723,0.713,-49.837169,0.478,4,14.59,0,16.856,0,2.266
143.569957,0.447,-50.042039,0.419,5,14.59,0.043,15.634,0.048,1.044
142.757613,0.455,-50.466417,0.873,4,14.591,0.036,15.577,0.023,0.986
143.013751,0.37,-50.17689,0.366,6,14.592,0.063,15.317,0.057,0.725
143.440757,0.395,-49.951144,0.421,5,14.592,0.005,15.505,0.049,0.913
142.29481,0.611,-50.406887,0.49,3,14.593,0.011,15.458,0.024,0.865
143.116607,1.148,-50.227559,1.112,2,14.593,0.168,16.438,0.433,1.845
143.481989,0.36,-50.25707,0.33,5,14.593,0.028,15.497,0.078,0.904
142.377613,0.598,-50.096526,0.298,4,14.595,0.037,15.472,0.049,0.877
142.896305,0.524,-50.683011,0.621,4,14.596,0.034,15.372,0.027,0.776
142.938146,0.566,-50.402455,0.741,5,14.597,0.033,15.356,0.087,0.759
143.704933,0.519,-50.389514,0.803,6,14.599,0.052,15.215,0.053,0.616
142.770467,0.358,-50.281165,0.628,4,14.601,0.045,15.302,0.047,0.701
142.835183,0.496,-50.65738,0.683,4,14.604,0.037,16.204,0.073,1.6
143.25749,0.602,-50.129366,0.431,2,14.604,0.037,16.215,0.056,1.611
142.891856,0.543,-50.49286,0.96,4,14.611,0.052,16.502,0.076,1.891
142.672957,0.326,-50.537634,1.501,4,14.613,0.034,15.545,0.029,0.932
142.713906,0.482,-50.303821,0.762,4,14.613,0.043,15.85,0.042,1.237
143.58428,0.536,-49.951548,0.317,5,14.613,0.023,15.476,0.024,0.863
142.966873,0.503,-50.124154,0.319,4,14.614,0.106,15.51,0.091,0.896
142.825699,0.493,-50.125992,0.281,4,14.615,0.08,15.676,0.101,1.061
143.477081,0.435,-50.056102,0.417,5,14.615,0.024,15.37,0.083,0.755
143.218462,0.458,-50.321571,0.837,2,14.616,0.014,16.149,0,1.533
143.182235,0.59,-50.494495,0.892,5,14.618,0.046,15.514,0.052,0.896
142.772745,0.312,-50.656083,0.576,4,14.621,0.032,15.41,0.018,0.789
142.644931,0.319,-50.325592,0.861,4,14.622,0.046,16.704,0.054,2.082
143.719907,0.58,-50.065589,0.359,5,14.622,0.027,15.971,0.029,1.349
142.808984,0.324,-49.899804,0.305,4,14.624,0.012,15.457,0.023,0.833
142.866054,0.409,-50.18093,0.379,2,14.629,0,15.939,0,1.31
143.682921,0.497,-50.289463,1.272,4,14.631,0.062,15.615,0.072,0.984
143.416127,0.732,-50.517349,0.795,4,14.633,0.083,15.431,0.025,0.798
142.645015,0.382,-49.974929,0.423,4,14.634,0.05,15.44,0.066,0.806
142.885186,0.52,-50.287821,0.865,3,14.634,0.039,15.404,0.053,0.77
143.088733,0.282,-50.616837,0.721,2,14.634,0.042,16.237,0.052,1.603
142.700346,0.328,-50.217046,0.294,4,14.635,0.026,15.432,0.026,0.797
143.039641,0.362,-49.857938,0.289,6,14.637,0,16.837,0,2.2
143.452918,0.435,-49.991441,1.047,3,14.638,0.043,15.506,0.106,0.868
143.217868,0.955,-50.321734,0.581,2,14.639,0,16.302,-0.049,1.663
142.990478,0.382,-50.606444,0.834,5,14.64,0.077,15.78,0.009,1.14
142.367139,0.406,-50.397171,0.716,4,14.641,0.046,15.611,0.034,0.97
143.088324,0.56,-50.617119,1.061,3,14.641,0.084,16.141,0.134,1.5
142.403159,0.374,-50.184104,0.341,4,14.643,0.031,15.704,0.006,1.061
143.15493,0.487,-50.142624,0.787,6,14.644,0.049,16.162,0.087,1.518
143.669129,1.212,-50.437325,0.49,3,14.646,0,16.975,0.2,2.329
142.626371,0.381,-50.077614,0.613,4,14.647,0,17.044,0,2.397
143.137693,0.712,-50.434637,0.816,5,14.648,0.098,16.326,0.083,1.678
142.312839,0.36,-50.139843,0.252,4,14.649,0.03,15.638,0.059,0.989
143.496322,0.475,-50.22505,0.437,5,14.649,0.016,15.432,0.03,0.783
142.861274,0.354,-50.676165,0.672,4,14.65,0.042,15.598,0.033,0.948
142.250127,0.486,-50.197717,0.578,4,14.651,0.036,15.66,0.029,1.009
142.675978,0.38,-49.761231,0.549,4,14.654,0.025,15.434,0.029,0.78
143.252488,0.403,-50.227743,0.837,3,14.655,0,15.602,0,0.947
142.861679,0.239,-49.927818,0.496,2,14.656,0.021,15.463,0.068,0.807
143.49654,0.459,-49.973215,0.311,5,14.657,0.045,15.402,0.09,0.745
143.54342,0.446,-50.154412,0.352,5,14.657,0.02,15.519,0.059,0.862
142.726126,0.512,-50.510236,1.073,4,14.659,0.106,15.546,0.072,0.887
142.984516,0.636,-50.522517,0.688,4,14.661,0.079,15.578,0,0.917
143.469542,0.505,-50.366498,0.537,5,14.661,0.026,15.651,0.07,0.99
143.48877,0.416,-50.074144,0.632,5,14.661,0.049,15.902,0.057,1.241
142.973281,0.504,-49.830144,0.514,4,14.665,0.105,15.567,0.06,0.902
143.377797,0.608,-50.15,0.798,2,14.666,0.04,16.035,0.059,1.369
143.668566,0.573,-50.437898,0.585,4,14.666,0.07,16.733,0.211,2.067
142.461504,0.848,-50.298309,0.657,4,14.669,0.058,15.635,0.055,0.966
142.927978,0.501,-50.354724,0.752,4,14.669,0.023,15.689,0.081,1.02
143.398823,0.74,-50.314733,0.326,4,14.669,0.071,15.517,0.163,0.848
143.004141,0.483,-50.677494,0.679,5,14.673,0.038,16.744,0.053,2.071
142.768305,0.462,-50.585555,0.676,4,14.674,0.037,15.41,0.046,0.736
142.530332,0.406,-50.302899,0.906,3,14.677,0.051,16.685,0.048,2.008
142.793843,0.437,-50.668658,0.595,4,14.677,0.039,16.187,0.042,1.51
143.361996,0.728,-49.851101,0.626,4,14.677,0.022,15.412,0.03,0.735
143.202173,1.055,-49.830042,0.654,2,14.678,0,15.744,-0.037,1.066
143.172594,0.534,-50.075688,0.385,6,14.679,0.028,16.367,0.04,1.688
143.180646,0.488,-50.58639,0.754,5,14.679,0.046,15.502,0.07,0.823
143.24301,0.391,-50.217277,0.246,4,14.679,0.017,15.727,0.073,1.048
143.549901,0.41,-50.00599,0.277,5,14.682,0.03,16.509,0.037,1.827
142.683656,0.242,-50.182785,0.786,4,14.683,0,16.614,-0.078,1.931
143.550371,0.79,-50.425852,0.999,4,14.688,0.033,17.293,0.109,2.605
143.552193,0.356,-50.100585,0.378,5,14.688,0.025,16.154,0.053,1.466
143.072547,0.372,-49.968408,0.34,6,14.689,0.04,15.739,0.04,1.05
142.332148,0.298,-50.036949,0.4,4,14.69,0.057,15.832,0.038,1.142
142.727241,0.267,-49.972318,0.414,3,14.69,0.073,16.109,0.093,1.419
142.791364,0.485,-49.925194,0.359,3,14.69,0,17.002,0,2.312
143.120607,0.522,-50.056475,0.81,6,14.691,0.05,15.885,0.103,1.194
143.120242,1.155,-50.271942,0.464,5,14.695,0.048,15.661,0.043,0.966
143.444971,1.065,-50.525606,0.905,5,14.696,0.043,15.397,0.049,0.701
142.740931,0.816,-50.246891,0.602,3,14.697,0.043,15.414,0.058,0.717
143.441351,0.961,-50.337063,0.99,4,14.7,0.034,15.409,0.07,0.709
142.553522,0.478,-50.317012,0.659,4,14.701,0.021,15.623,0.053,0.922
143.583311,0.614,-50.264649,0.837,5,14.701,0.037,15.627,0.057,0.926
142.299439,0.712,-50.154559,0.576,5,14.702,0.008,15.734,0.046,1.032
143.55889,0.734,-50.420446,0.854,5,14.702,0.022,15.437,0.046,0.735
142.630189,0.304,-50.412848,0.508,4,14.705,0.058,15.76,0.054,1.055
143.21583,0.436,-50.214336,0.361,5,14.705,0.031,15.441,0.064,0.736
143.308382,0.728,-49.808178,0.334,5,14.705,0.041,15.463,0.036,0.758
143.192983,0.47,-49.896357,0.816,5,14.706,0.026,15.563,0.073,0.857
142.993055,0.453,-50.592531,0.667,4,14.708,0.071,15.591,0.033,0.883
143.332312,0.56,-50.588882,0.722,5,14.709,0.068,15.427,0.066,0.718
142.91419,0.413,-50.038042,0.636,4,14.711,0.062,15.625,0.046,0.914
143.448694,0.446,-49.836022,0.509,5,14.711,0.035,16.076,0.085,1.365
143.505025,0.277,-49.894479,0.38,4,14.711,0.059,15.729,0.057,1.018
